,key,booktitle,year
2562,cinc/2015,CinC,2015
2563,cinc/2013,CinC,2013
2564,cinc/2016,CinC,2016
2565,cinc/2014,CinC,2014
2566,cinc/2017,CinC,2017
2567,cinc/2018,CinC,2018
2568,cep/2019,CEP,2019
2569,icod/1983,ICOD,1983
2570,icod/1983w,ICODW,1983w
2571,icod/1980,ICOD,1980
2572,dbsec/2002,DBSec,2002
2573,dbsec/2007,DBSec,2007
2574,dbsec/2015,DBSec,2015
2575,dbsec/2009,DBSec,2009
2576,dbsec/1992,DBSec,1992
2577,dbsec/88,DBSec,88
2578,dbsec/1994,DBSec,1994
2579,dbsec/2005,DBSec,2005
2580,dbsec/1991,DBSec,1991
2581,dbsec/2019,DBSec,2019
2582,dbsec/1999,DBSec,1999
2583,dbsec/2008,DBSec,2008
2584,dbsec/2003,DBSec,2003
2585,dbsec/2006,DBSec,2006
2586,dbsec/2013,DBSec,2013
2587,dbsec/2001,DBSec,2001
2588,dbsec/2016,DBSec,2016
2589,dbsec/1996,DBSec,1996
2590,dbsec/2012,DBSec,2012
2591,dbsec/89,DBSec,89
2592,dbsec/1995,DBSec,1995
2593,dbsec/2014,DBSec,2014
2594,dbsec/1993,DBSec,1993
2595,dbsec/2004,DBSec,2004
2596,dbsec/1997,DBSec,1997
2597,dbsec/2000,DBSec,2000
2598,dbsec/87,DBSec,87
2599,dbsec/2017,DBSec,2017
2600,dbsec/2010,DBSec,2010
2601,dbsec/2011,DBSec,2011
2602,dbsec/2018,DBSec,2018
2603,dbsec/1998,DBSec,1998
2604,dbsec/90,DBSec,90
2605,acl-clinicalnlp/2016,ClinicalNLP@COLING 2016,2016
2606,smartgreens/2016s,SMARTGREENS/VEHITS (Selected Papers),2016s
2607,smartgreens/2015,SMARTGREENS,2015
2608,smartgreens/2019,SMARTGREENS,2019
2609,smartgreens/2013,SMARTGREENS,2013
2610,smartgreens/2017s,SMARTGREENS/VEHITS (Selected Papers),2017s
2611,smartgreens/2015s,SMARTGREENS/VEHITS (Selected Papers),2015s
2612,smartgreens/2016,SMARTGREENS,2016
2613,smartgreens/2012,SMARTGREENS,2012
2614,smartgreens/2014,SMARTGREENS,2014
2615,smartgreens/2017,SMARTGREENS,2017
2616,smartgreens/2018s,SMARTGREENS/VEHITS (Selected Papers),2018s
2617,smartgreens/2018,SMARTGREENS,2018
2618,icira/2013-2,ICIRA (2),2013-2
2619,icira/2009,ICIRA,2009
2620,icira/2012-2,ICIRA (2),2012-2
2621,icira/2008-1,ICIRA (1),2008-1
2622,icira/2018-1,ICIRA (1),2018-1
2623,icira/2019-3,ICIRA (3),2019-3
2624,icira/2012-3,ICIRA (3),2012-3
2625,icira/2015-2,ICIRA (2),2015-2
2626,icira/2019-4,ICIRA (4),2019-4
2627,icira/2017-2,ICIRA (2),2017-2
2628,icira/2016-1,ICIRA (1),2016-1
2629,icira/2019-5,ICIRA (5),2019-5
2630,icira/2015-3,ICIRA (3),2015-3
2631,icira/2015-1,ICIRA (1),2015-1
2632,icira/2019-2,ICIRA (2),2019-2
2633,icira/2008-2,ICIRA (2),2008-2
2634,icira/2018-2,ICIRA (2),2018-2
2635,icira/2019-6,ICIRA (6),2019-6
2636,icira/2010-1,ICIRA (1),2010-1
2637,icira/2013-1,ICIRA (1),2013-1
2638,icira/2011-2,ICIRA (2),2011-2
2639,icira/2012-1,ICIRA (1),2012-1
2640,icira/2016-2,ICIRA (2),2016-2
2641,icira/2014-1,ICIRA (1),2014-1
2642,icira/2011-1,ICIRA (1),2011-1
2643,icira/2017-1,ICIRA (1),2017-1
2644,icira/2017-3,ICIRA (3),2017-3
2645,icira/2010-2,ICIRA (2),2010-2
2646,icira/2014-2,ICIRA (2),2014-2
2647,icira/2019-1,ICIRA (1),2019-1
2648,coordination/2002,COORDINATION,2002
2649,coordination/2007,COORDINATION,2007
2650,coordination/2015,COORDINATION,2015
2651,coordination/2009,COORDINATION,2009
2652,coordination/2005,COORDINATION,2005
2653,coordination/2019,COORDINATION,2019
2654,coordination/1999,COORDINATION,1999
2655,coordination/2008,COORDINATION,2008
2656,coordination/2006,COORDINATION,2006
2657,coordination/2013,COORDINATION,2013
2658,coordination/2016,COORDINATION,2016
2659,coordination/1996,COORDINATION,1996
2660,coordination/2012,COORDINATION,2012
2661,coordination/2014,COORDINATION,2014
2662,coordination/2004,COORDINATION,2004
2663,coordination/1997,COORDINATION,1997
2664,coordination/2000,COORDINATION,2000
2665,coordination/2017,COORDINATION,2017
2666,coordination/2010,COORDINATION,2010
2667,coordination/2011,COORDINATION,2011
2668,coordination/2018,COORDINATION,2018
2669,iwsoc/2005,IWSOC,2005
2670,iwsoc/2003,IWSOC,2003
2671,iwsoc/2004,IWSOC,2004
2672,sgcrc/2016,SG-CRC,2016
2673,sgcrc/2017,SG-CRC,2017
2674,iknow/2016al,AL@iKNOW,2016al
2675,iknow/2015,I-KNOW,2015
2676,iknow/2013,I-KNOW,2013
2677,iknow/2012,I-KNOW,2012
2678,iknow/2014,I-KNOW,2014
2679,iknow/2016sami,SAMI@iKNOW,2016sami
2680,iknow/2011mmweb,MMWeb@I-KNOW,2011mmweb
2681,iknow/2011,I-KNOW,2011
2682,phsn/2002,Protocols for High-Speed Networks,2002
2683,phsn/1992,Protocols for High-Speed Networks,1992
2684,phsn/1994,Protocols for High-Speed Networks,1994
2685,phsn/1999,Protocols for High-Speed Networks,1999
2686,phsn/1996,Protocols for High-Speed Networks,1996
2687,sasp/2009,SASP,2009
2688,sasp/2008,SASP,2008
2689,sasp/2010,SASP,2010
2690,sasp/2011,SASP,2011
2691,odrl/2004,ODRL Workshop,2004
2692,xsym/2007,XSym,2007
2693,xsym/2009,XSym,2009
2694,xsym/2005,XSym,2005
2695,xsym/2003,XSym,2003
2696,xsym/2006,XSym,2006
2697,xsym/2004,XSym,2004
2698,xsym/2010,XSym,2010
2699,cloud/2015,SoCC,2015
2700,cloud/2013,SoCC,2013
2701,cloud/2016,SoCC,2016
2702,cloud/2012,SoCC,2012
2703,cloud/2014,SoCC,2014
2704,cloud/2017,SoCC,2017
2705,cloud/2010,SoCC,2010
2706,cloud/2011,SoCC,2011
2707,cloud/2018,SoCC,2018
2708,ctpe/1991,Computer and Telecommunications Performance Engineering,1991
2709,menacomm/2018,MENACOMM,2018
2710,ldrs/1977,Language Design for Reliable Software,1977
2711,iccip/2016,ICCIP,2016
2712,iccip/2017,ICCIP,2017
2713,upp/2004,UPP,2004
2714,phoenix/1991,Declarative Programming,1991
2717,isctcs/2014,ISCTCS,2014
2718,pacling/2015,PACLING,2015
2719,pacling/2017,PACLING,2017
2720,waoa/2007,WAOA,2007
2721,waoa/2015,WAOA,2015
2722,waoa/2009,WAOA,2009
2723,waoa/2005,WAOA,2005
2724,waoa/2008,WAOA,2008
2725,waoa/2003,WAOA,2003
2726,waoa/2006,WAOA,2006
2727,waoa/2013,WAOA,2013
2728,waoa/2016,WAOA,2016
2729,waoa/2012,WAOA,2012
2730,waoa/2014,WAOA,2014
2731,waoa/2004,WAOA,2004
2732,waoa/2017,WAOA,2017
2733,waoa/2010,WAOA,2010
2734,waoa/2011,WAOA,2011
2735,waoa/2018,WAOA,2018
2736,mue/2007,MUE,2007
2737,mue/2009,MUE,2009
2738,mue/2008,MUE,2008
2739,mue/2013,MUE,2013
2740,mue/2010,MUE,2010
2741,mue/2011,MUE,2011
2742,spac/2014,SPAC,2014
2743,spac/2017,SPAC,2017
2744,vlsid/2002,VLSI Design / ASPDAC,2002
2745,vlsid/2007,VLSI Design,2007
2746,vlsid/2015,VLSI Design,2015
2747,vlsid/2009,VLSI Design,2009
2748,vlsid/1992,VLSI Design,1992
2749,vlsid/1994,VLSI Design,1994
2750,vlsid/2005,VLSI Design,2005
2751,vlsid/2019,VLSI Design,2019
2752,vlsid/1999,VLSI Design,1999
2753,vlsid/2008,VLSI Design,2008
2754,vlsid/2003,VLSI Design,2003
2755,vlsid/2006,VLSI Design,2006
2756,vlsid/2013,VLSI Design,2013
2757,vlsid/2001,VLSI Design,2001
2758,vlsid/2016,VLSI Design,2016
2759,vlsid/1996,VLSI Design,1996
2760,vlsid/2012,VLSI Design,2012
2761,vlsid/1995,VLSI Design,1995
2762,vlsid/2014,VLSI Design,2014
2763,vlsid/1993,VLSI Design,1993
2764,vlsid/2004,VLSI Design,2004
2765,vlsid/1997,VLSI Design,1997
2766,vlsid/2000,VLSI Design,2000
2767,vlsid/2017,VLSI Design,2017
2768,vlsid/2010,VLSI Design,2010
2769,vlsid/2011,VLSI Design,2011
2770,vlsid/2018,VLSI Design,2018
2771,vlsid/1998,VLSI Design,1998
2772,tgc/2007,TGC,2007
2773,tgc/2015,TGC,2015
2774,tgc/2005,TGC,2005
2775,tgc/2008,TGC,2008
2776,tgc/2006,TGC,2006
2777,tgc/2013,TGC,2013
2778,tgc/2012,TGC,2012
2779,tgc/2014,TGC,2014
2780,tgc/2010,TGC,2010
2781,tgc/2011,TGC,2011
2782,desires/2018,DESIRES,2018
2783,fablearn/2019,FabLearn,2019
2784,fablearn/2016,FabLearn,2016
2785,fablearn/2017,FabLearn,2017
2786,fablearn/2018,FabLearn,2018
2787,wiamis/2007,WIAMIS,2007
2788,wiamis/2009,WIAMIS,2009
2789,wiamis/2008,WIAMIS,2008
2790,wiamis/2013,WIAMIS,2013
2791,wiamis/2012,WIAMIS,2012
2792,wiamis/2010,WIAMIS,2010
2793,ismir/2002,ISMIR,2002
2794,ismir/2007,ISMIR,2007
2795,ismir/2015,ISMIR,2015
2796,ismir/2009,ISMIR,2009
2797,ismir/2005,ISMIR,2005
2798,ismir/2008,ISMIR,2008
2799,ismir/2003,ISMIR,2003
2800,ismir/2006,ISMIR,2006
2801,ismir/2013,ISMIR 2013,2013
2802,ismir/2017dlfm,DLfM,2017dlfm
2803,ismir/2001,ISMIR,2001
2804,ismir/2016,ISMIR,2016
2805,ismir/2012,ISMIR,2012
2806,ismir/2014,ISMIR,2014
2807,ismir/2004,ISMIR,2004
2808,ismir/2000,ISMIR,2000
2809,ismir/2017,ISMIR,2017
2810,ismir/2010,ISMIR,2010
2811,ismir/2011,ISMIR,2011
2812,ismir/2018,ISMIR,2018
2813,smacd/2019,SMACD,2019
2814,smacd/2016,SMACD,2016
2815,smacd/2017,SMACD,2017
2816,smacd/2018,SMACD,2018
2817,aPcsac/2007,Asia-Pacific Computer Systems Architecture Conference,2007
2818,aPcsac/2005,Asia-Pacific Computer Systems Architecture Conference,2005
2819,aPcsac/2008,ACSAC,2008
2820,aPcsac/2003,Asia-Pacific Computer Systems Architecture Conference,2003
2821,aPcsac/2006,Asia-Pacific Computer Systems Architecture Conference,2006
2822,aPcsac/2001,ACSAC,2001
2823,aPcsac/2004,Asia-Pacific Computer Systems Architecture Conference,2004
2824,aPcsac/2000,ACAC,2000
2825,db-workshops/1979db,Data Base Design Techniques II,1979db
2826,db-workshops/1978dbrk,Datenbanken in Rechnernetzen mit Kleinrechnern,1978dbrk
2827,db-workshops/1992,Formal Methods in Databases and Software Engineering,1992
2828,db-workshops/Prisma,PRISMA Workshop,Prisma
2829,db-workshops/1988nsdb,Non-Standard Datenbanken für Anwendungen der Graphischen Datenverarbeitung,1988nsdb
2832,db-workshops/1978db,Data Base Design Techniques I,1978db
2835,db-workshops/82intervale,On Conceptual Modelling (Intervale),82intervale
2836,db-workshops/1978nl,Natural Language Communication with Computers,1978nl
2837,db-workshops/85xania,Foundations of Knowledge Base Management (Xania),85xania
2838,gir/2007,GIR,2007
2839,gir/2015,GIR,2015
2840,gir/2005,GIR,2005
2841,gir/2008,GIR,2008
2842,gir/2006,GIR,2006
2843,gir/2013,GIR,2013
2844,gir/2016,GIR,2016
2845,gir/2014,GIR,2014
2846,gir/2017,GIR,2017
2847,gir/2010,GIR,2010
2848,geneme/2007,GeNeMe,2007
2849,geneme/2015,GeNeMe,2015
2850,geneme/2009,GeNeMe,2009
2851,geneme/2005,GeNeMe,2005
2852,geneme/2008,GeNeMe,2008
2853,geneme/2006,GeNeMe,2006
2854,geneme/2013,GeNeMe,2013
2855,geneme/2012,GeNeMe,2012
2856,geneme/2014,GeNeMe,2014
2857,geneme/2010,GeNeMe,2010
2858,geneme/2011,GeNeMe,2011
2859,icdsci/2015,ICDS,2015
2860,lsgrid/2004,LSGRID,2004
2861,cloudi/2013,Cloud-I,2013
2862,cloudi/2012,Cloud-I,2012
2863,hpwd/2001,High-Performance Web Databases,2001
2864,avbpa/2005,AVBPA,2005
2865,avbpa/2003,AVBPA,2003
2866,avbpa/2001,AVBPA,2001
2867,avbpa/1997,AVBPA,1997
2868,larc/2017,LARS/SBR,2017
2869,larc/2011,LARC,2011
2870,bmas/2009,BMAS,2009
2871,bmas/2008,BMAS,2008
2872,bmas/2000,BMAS,2000
2873,bmas/2010,BMAS,2010
2874,sinc/2016,SINC,2016
2875,kognition/1984,Kognitive Aspekte der Mensch-Computer-Interaktion,1984
2876,internetware/2015,Internetware,2015
2877,internetware/2009,Internetware,2009
2878,internetware/2013,Internetware,2013
2879,internetware/2016,Internetware,2016
2880,internetware/2012,Internetware,2012
2881,internetware/2014,Internetware,2014
2882,internetware/2017,Internetware,2017
2883,internetware/2010,Internetware,2010
2884,internetware/2018,Internetware,2018
2885,icisc/2002,ICISC,2002
2886,icisc/2007,ICISC,2007
2887,icisc/2015,ICISC,2015
2888,icisc/2009,ICISC,2009
2889,icisc/2005,ICISC,2005
2890,icisc/1999,ICISC,1999
2891,icisc/2008,ICISC,2008
2892,icisc/2003,ICISC,2003
2893,icisc/2006,ICISC,2006
2894,icisc/2013,ICISC,2013
2895,icisc/2001,ICISC,2001
2896,icisc/2016,ICISC,2016
2897,icisc/2012,ICISC,2012
2898,icisc/2014,ICISC,2014
2899,icisc/2004,ICISC,2004
2900,icisc/2000,ICISC,2000
2901,icisc/2017,ICISC,2017
2902,icisc/2010,ICISC,2010
2903,icisc/2011,ICISC,2011
2904,icisc/2018,ICISC,2018
2905,icisc/1998,ICISC,1998
2906,gldv/2015,GSCL,2015
2907,gldv/1989,GLDV-Jahrestagung,1989
2908,gldv/1990,GLDV-Jahrestagung,1990
2909,gldv/1987,GLDV-Jahrestagung,1987
2910,gldv/2013uima,UIMA@GSCL,2013uima
2911,gldv/2013,GSCL,2013
2912,gldv/1986,GLDV-Jahrestagung,1986
2913,gldv/1983,GLDV-Jahrestagung,1983
2914,gldv/2001,GLDV-Jahrestagung,2001
2915,gldv/1995,GLDV-Jahrestagung,1995
2916,gldv/2017teach4dh,Teach4DH@GSCL,2017teach4dh
2917,gldv/1993,GLDV-Jahrestagung,1993
2918,gldv/1997,GLDV-Jahrestagung,1997
2919,gldv/2017,GSCL,2017
2920,nato/2007,NATO ASI Mining Massive Data Sets for Security,2007
2921,nato/1992,NATA ASI RTC,1992
2922,nato/1992pdc,NATO ASI PDC,1992pdc
2923,nato/93,NATO ASI OODBS,93
2924,nato/1981,NATO ASI DBM,1981
2925,nato/1996,NATO ASI DPD,1996
2926,nato/1993,NATO ASI CP,1993
2927,ore/2015,ORE,2015
2928,ore/2013,ORE,2013
2929,ore/2012,ORE,2012
2930,ore/2014,ORE,2014
2931,sigmap/2007,SIGMAP,2007
2932,sigmap/2015,SIGMAP,2015
2933,sigmap/2009,SIGMAP,2009
2934,sigmap/2008,SIGMAP,2008
2935,sigmap/2006,SIGMAP,2006
2936,sigmap/2013,SIGMAP,2013
2937,sigmap/2016,SIGMAP,2016
2938,sigmap/2012,SIGMAP,2012
2939,sigmap/2014,SIGMAP,2014
2940,sigmap/2017,SIGMAP,2017
2941,sigmap/2010,SIGMAP,2010
2942,sigmap/2011,SIGMAP,2011
2943,pdcn/2007,Parallel and Distributed Computing and Networks,2007
2944,pdcn/2005,Parallel and Distributed Computing and Networks,2005
2945,pdcn/2006,Parallel and Distributed Computing and Networks,2006
2946,pdcn/2004,Parallel and Distributed Computing and Networks,2004
2947,medalg/2012,MedAlg,2012
2948,popl/1988,POPL,1988
2949,popl/2012damp,DAMP,2012damp
2950,popl/2002,POPL,2002
2951,popl/1984,POPL,1984
2952,popl/2007,POPL,2007
2953,popl/2013ddfp,DDFP,2013ddfp
2954,popl/2013pprew,PPREW@POPL,2013pprew
2955,popl/2015,POPL,2015
2956,popl/1978,POPL,1978
2957,popl/2009,POPL,2009
2958,popl/1992,POPL,1992
2959,popl/cd1997,POPL: The First Ten Years,cd1997
2960,popl/81,POPL,81
2961,popl/1989,POPL,1989
2962,popl/1994,POPL,1994
2963,popl/2009damp,DAMP,2009damp
2964,popl/2005,POPL,2005
2965,popl/1990,POPL,1990
2966,popl/1991,POPL,1991
2967,popl/1987,POPL,1987
2968,popl/1999,POPL,1999
2969,popl/1976,POPL,1976
2970,popl/2008,POPL,2008
2971,popl/1973,POPL,1973
2972,popl/2014pprew,PPREW@POPL,2014pprew
2973,popl/2003,POPL,2003
2974,popl/2011damp,DAMP,2011damp
2975,popl/2006,POPL,2006
2976,popl/2013,POPL,2013
2977,popl/1986,POPL,1986
2978,popl/1983,POPL,1983
2979,popl/2007damp,DAMP,2007damp
2980,popl/2001,POPL,2001
2981,popl/2016,POPL,2016
2982,popl/1996,POPL,1996
2983,popl/2012,POPL,2012
2984,popl/1995,POPL,1995
2985,popl/2014,POPL,2014
2986,popl/1980,POPL,1980
2987,popl/1985,POPL,1985
2988,popl/1993,POPL,1993
2989,popl/2004,POPL,2004
2990,popl/1997,POPL,1997
2991,popl/2010damp,DAMP,2010damp
2992,popl/2000,POPL,2000
2993,popl/2015plmw,PLMW@POPL,2015plmw
2994,popl/2017,POPL,2017
2995,popl/1975,POPL,1975
2996,popl/82,POPL,82
2997,popl/2010,POPL,2010
2998,popl/2011,POPL,2011
2999,popl/1998,POPL,1998
3000,popl/77,POPL,77
3001,popl/2005wits,WITS,2005wits
3002,popl/79,POPL,79
3003,dgci/2002,DGCI,2002
3004,dgci/2009,DGCI,2009
3005,dgci/2005,DGCI,2005
3006,dgci/2019,DGCI,2019
3007,dgci/1999,DGCI,1999
3008,dgci/2008,DGCI,2008
3009,dgci/2003,DGCI,2003
3010,dgci/2006,DGCI,2006
3011,dgci/2013,DGCI,2013
3012,dgci/2016,DGCI,2016
3013,dgci/1996,DGCI,1996
3014,dgci/2014,DGCI,2014
3015,dgci/1997,DGCI,1997
3016,dgci/2000,DGCI,2000
3017,dgci/2017,DGCI,2017
3018,dgci/2011,DGCI,2011
3019,ssr/1999,SSR,1999
3020,ssr/2001,SSR,2001
3021,ssr/1995,SSR@ICSE,1995
3022,ssr/1997,SSR,1997
3023,ph/2015,PervasiveHealth,2015
3024,ph/2009,PervasiveHealth,2009
3025,ph/2019,PervasiveHealth,2019
3026,ph/2008,PervasiveHealth,2008
3027,ph/2006,PervasiveHealth,2006
3028,ph/2013,PervasiveHealth,2013
3029,ph/2016,PervasiveHealth,2016
3030,ph/2012,PervasiveHealth,2012
3031,ph/2014,PervasiveHealth,2014
3032,ph/2017,PervasiveHealth,2017
3033,ph/2010,PervasiveHealth,2010
3034,ph/2011,PervasiveHealth,2011
3035,ph/2018,PervasiveHealth,2018
3036,wpnc/2007,WPNC,2007
3037,wpnc/2009,WPNC,2009
3038,wpnc/2008,WPNC,2008
3039,wpnc/2013,WPNC,2013
3040,wpnc/2016,WPNC,2016
3041,wpnc/2012,WPNC,2012
3042,wpnc/2014,WPNC,2014
3043,wpnc/2017,WPNC,2017
3044,wpnc/2010,WPNC,2010
3045,wpnc/2011,WPNC,2011
3046,wpnc/2018,WPNC,2018
3047,dna/2002,DNA,2002
3048,dna/2007,DNA,2007
3049,dna/2015,DNA,2015
3050,dna/2009,DNA,2009
3051,dna/2005,DNA,2005
3052,dna/2019,DNA,2019
3053,dna/2008,DNA,2008
3054,dna/2003,DNA,2003
3055,dna/2006,DNA,2006
3056,dna/2013,DNA,2013
3057,dna/2001,DNA,2001
3058,dna/2016,DNA,2016
3059,dna/2012,DNA,2012
3060,dna/2014,DNA,2014
3061,dna/2004,DNA,2004
3062,dna/2000,DNA,2000
3063,dna/2017,DNA,2017
3064,dna/2010,DNA,2010
3065,dna/2011,DNA,2011
3066,dna/2018,DNA,2018
3067,iwfm/1999,IWFM,1999
3068,iwfm/2003,IWFM,2003
3069,iwfm/2001,IWFM,2001
3070,iwfm/1997,IWFM,1997
3071,iwfm/2000,IWFM,2000
3072,iwfm/1998,IWFM,1998
3073,icpca/2013,ICPCA/SWS,2013
3074,icpca/2012,ICPCA/SWS,2012
3075,fsmnlp/2015,FSMNLP,2015
3076,fsmnlp/2009,FSMNLP,2009
3077,fsmnlp/2005,FSMNLP,2005
3078,fsmnlp/2019,FSMNLP,2019
3079,fsmnlp/2008,FSMNLP,2008
3080,fsmnlp/2013,FSMNLP,2013
3081,fsmnlp/2012,FSMNLP,2012
3082,fsmnlp/2017,FSMNLP,2017
3083,fsmnlp/2011,FSMNLP,2011
3084,kivs/1984,Offene Multifunktionale Büroarbeitsplätze und Bildschirmtext,1984
3085,kivs/2007,KiVS,2007
3086,kivs/1985-2,Kommunikation in Verteilten Systemen (2),1985-2
3087,kivs/2015,NetSys,2015
3088,kivs/2009,KiVS,2009
3089,kivs/1989,Kommunikation in Verteilten Systemen,1989
3090,kivs/1985-1,Kommunikation in Verteilten Systemen (1),1985-1
3091,kivs/2005,KiVS,2005
3092,kivs/2019qtop,QTOP@NetSys,2019qtop
3093,kivs/1979,Kommunikation in Verteilten Systemen,1979
3094,kivs/1991,Kommunikation in Verteilten Systemen,1991
3095,kivs/1987,Kommunikation in Verteilten Systemen,1987
3096,kivs/2019,NetSys,2019
3097,kivs/1999,KiVS,1999
3098,kivs/1976,Rechnernetze und Datenfernverarbeitung,1976
3099,kivs/2005kw,KiVS Kurzbeiträge und Workshop,2005kw
3100,kivs/2003,KiVS,2003
3101,kivs/1981,Kommunikation in Verteilten Systemen,1981
3102,kivs/1982,Data Networks with Satellites,1982
3103,kivs/2013,NetSys,2013
3104,kivs/1983,Kommunikation in Verteilten Systemen,1983
3105,kivs/2001,KiVS,2001
3106,kivs/1995,KiVS,1995
3107,kivs/1993,KiVS,1993
3108,kivs/1997,KiVS,1997
3109,kivs/2017,NetSys,2017
3110,kivs/2003vde,KiVS Kurzbeiträge,2003vde
3111,kivs/2011,KiVS,2011
3112,bxml/2005,Berliner XML Tage,2005
3113,bxml/2003,Berliner XML Tage,2003
3114,bxml/2004,Berliner XML Tage,2004
3115,vsl/2014kr4hc,KR4HC@VSL,2014kr4hc
3116,icsi/1990,ICSI,1990
3117,mindtrek/2015,MindTrek,2015
3118,mindtrek/2009,MindTrek,2009
3119,mindtrek/2008,MindTrek,2008
3120,mindtrek/2013,MindTrek,2013
3121,mindtrek/2016,MindTrek,2016
3122,mindtrek/2012,MindTrek,2012
3123,mindtrek/2014,MindTrek,2014
3124,mindtrek/2017ddgd,DDGD@MindTrek,2017ddgd
3125,mindtrek/2017,Mindtrek,2017
3126,mindtrek/2010,MindTrek,2010
3127,mindtrek/2011,MindTrek,2011
3128,mindtrek/2018,Mindtrek,2018
3129,bic-ta/2015,BIC-TA,2015
3130,bic-ta/2012-2,BIC-TA (2),2012-2
3131,bic-ta/2016-1,BIC-TA (1),2016-1
3132,bic-ta/2013,BIC-TA,2013
3133,bic-ta/2012-1,BIC-TA (1),2012-1
3134,bic-ta/2016-2,BIC-TA (2),2016-2
3135,bic-ta/2014,BIC-TA,2014
3136,bic-ta/2010,BIC-TA,2010
3137,bic-ta/2011,BIC-TA,2011
3138,aina/2019w,AINA Workshops,2019w
3139,aina/2007,AINA,2007
3140,aina/2015,AINA,2015
3141,aina/2009,AINA,2009
3142,aina/2009w,AINA Workshops,2009w
3143,aina/2010w,AINA Workshops,2010w
3144,aina/2005,AINA,2005
3145,aina/2017w,AINA Workshops,2017w
3146,aina/2019,AINA,2019
3147,aina/2008,AINA,2008
3148,aina/2013w,AINA Workshops,2013w
3149,aina/2003,AINA,2003
3150,aina/2006,AINA,2006
3151,aina/2013,AINA,2013
3152,aina/2007w1,AINA Workshops (1),2007w1
3153,aina/2016,AINA,2016
3154,aina/2012,AINA,2012
3155,aina/2011w,AINA Workshops,2011w
3156,aina/2016w,AINA Workshops,2016w
3157,aina/2014,AINA,2014
3158,aina/2004,AINA,2004
3159,aina/2008w,AINA Workshops,2008w
3160,aina/2014w,AINA Workshops,2014w
3161,aina/2012w,AINA Workshops,2012w
3162,aina/2017,AINA,2017
3163,aina/2015w,AINA Workshops,2015w
3164,aina/2010,AINA,2010
3165,aina/2011,AINA,2011
3166,aina/2018w,AINA Workshops,2018w
3167,aina/2018,AINA,2018
3168,aina/2007w2,AINA Workshops (2),2007w2
3169,dcc/2002,DCC,2002
3170,dcc/2007,DCC,2007
3171,dcc/2015,DCC,2015
3172,dcc/2009,DCC,2009
3173,dcc/1992,DCC,1992
3174,dcc/1994,DCC,1994
3175,dcc/2005,DCC,2005
3176,dcc/1991,DCC,1991
3177,dcc/2019,DCC,2019
3178,dcc/1999,DCC,1999
3179,dcc/2008,DCC,2008
3180,dcc/2003,DCC,2003
3181,dcc/2006,DCC,2006
3182,dcc/2013,DCC,2013
3183,dcc/2001,DCC,2001
3184,dcc/2016,DCC,2016
3185,dcc/1996,DCC,1996
3186,dcc/2012,DCC,2012
3187,dcc/1995,DCC,1995
3188,dcc/2014,DCC,2014
3189,dcc/1993,DCC,1993
3190,dcc/2004,DCC,2004
3191,dcc/1997,DCC,1997
3192,dcc/2000,DCC,2000
3193,dcc/2017,DCC,2017
3194,dcc/2010,DCC,2010
3195,dcc/2011,DCC,2011
3196,dcc/2018,DCC,2018
3197,dcc/1998,DCC,1998
3198,egcee/2015,EGC,2015
3199,sycss/2013,SCSS,2013
3200,sycss/2016,SCSS,2016
3201,sycss/2014,SCSS,2014
3202,sycss/2017,SCSS,2017
3203,prni/2015,PRNI,2015
3204,prni/2013,PRNI,2013
3205,prni/2016,PRNI,2016
3206,prni/2012,PRNI,2012
3207,prni/2014,PRNI,2014
3208,prni/2017,PRNI,2017
3209,prni/2011,PRNI,2011
3210,prni/2018,PRNI,2018
3211,gr/1986,Graph Reduction,1986
3212,beliv/2016,BELIV,2016
3213,beliv/2012,BELIV,2012
3214,beliv/2014,BELIV,2014
3215,beliv/2010,BELIV,2010
3216,beliv/2018,BELIV,2018
3217,ewsa/2005,EWSA,2005
3218,ewsa/2006,EWSA,2006
3219,ewsa/2004,EWSA,2004
3220,samt/2007,SAMT,2007
3221,samt/2009,SAMT,2009
3222,samt/2008imcssw,IMC-SSW@SAMT,2008imcssw
3223,samt/2006p,SAMT (Posters and Demos),2006p
3224,samt/2008,SAMT,2008
3225,samt/2007kamc,KAMC,2007kamc
3226,samt/2006,SAMT,2006
3227,samt/2007p,SAMT (Posters and Demos),2007p
3228,samt/2010,SAMT,2010
3229,aacc/2004,AACC,2004
3230,isbi/2002,ISBI,2002
3231,isbi/2007,ISBI,2007
3232,isbi/2015,ISBI,2015
3233,isbi/2009,ISBI,2009
3234,isbi/2019,ISBI,2019
3235,isbi/2008,ISBI,2008
3236,isbi/2006,ISBI,2006
3237,isbi/2013,ISBI,2013
3238,isbi/2016,ISBI,2016
3239,isbi/2012,ISBI,2012
3240,isbi/2014,ISBI,2014
3241,isbi/2004,ISBI,2004
3242,isbi/2019segthor,SegTHOR@ISBI,2019segthor
3243,isbi/2017,ISBI,2017
3244,isbi/2010,ISBI,2010
3245,isbi/2011,ISBI,2011
3246,isbi/2018,ISBI,2018
3247,isbi/2015visceral,VISCERAL Challenge@ISBI,2015visceral
3248,mcdm/2008,MCDM,2008
3249,ieeealife/2007,ALIFE,2007
3250,ieeealife/2009,ALIFE,2009
3251,ieeealife/2013,ALIFE,2013
3252,ieeealife/2011,ALIFE,2011
3253,ichsa/2015,ICHSA,2015
