,key,booktitle,year
7750,fbt/1999,FBT,1999
7751,fbt/1997,FBT,1997
7752,fbt/2000,FBT,2000
7753,fbt/1998,FBT,1998
7754,crss/2014,CSS,2014
7755,efdbs/1999,EFIS,1999
7756,efdbs/2003,EFIS,2003
7757,efdbs/2001,EFIS,2001
7758,efdbs/1997,EFDBS,1997
7759,efdbs/2000,EFIS,2000
7760,cmn/2015,CMN,2015
7761,cmn/2013,CMN,2013
7762,cmn/2016,CMN,2016
7763,cmn/2014,CMN,2014
7764,ecsq/2002,ECSQ,2002
7765,soqe/2017,SOQE,2017
7766,cnsr/2007,CNSR,2007
7767,cnsr/2009,CNSR,2009
7768,cnsr/2005,CNSR,2005
7769,cnsr/2008,CNSR,2008
7770,cnsr/2006,CNSR,2006
7771,cnsr/2004,CNSR,2004
7772,cnsr/2010,CNSR,2010
7773,cnsr/2011,CNSR,2011
7774,ic2it/2014,IC2IT,2014
7775,ic2it/2017,IC2IT,2017
7776,icadiwt/2015,ICADIWT,2015
7777,icadiwt/2016,ICADIWT,2016
7778,icadiwt/2014,ICADIWT,2014
7779,icadiwt/2017,ICADIWT,2017
7780,waw/2007,WAW,2007
7781,waw/2015,WAW,2015
7782,waw/2009,WAW,2009
7783,waw/2019,WAW,2019
7784,waw/2006,WAW,2006
7785,waw/2013,WAW,2013
7786,waw/2016,WAW,2016
7787,waw/2012,WAW,2012
7788,waw/2014,WAW,2014
7789,waw/2004,WAW,2004
7790,waw/2017,WAW,2017
7791,waw/2010,WAW,2010
7792,waw/2011,WAW,2011
7793,waw/2018,WAW,2018
7794,ieeegsc/2012,IEEE GSC,2012
7795,ieeegsc/2014,IEEE GSC,2014
7796,esm/2002,ESM,2002
7797,esm/2000,ESM,2000
7798,esm/1998,ESM,1998
7799,confws/2015,Configuration Workshop,2015
7800,confws/2019,ConfWS,2019
7801,confws/2013,Configuration Workshop,2013
7802,confws/2012,Configuration Workshop,2012
7803,confws/2014,Configuration Workshop,2014
7804,confws/2011,Configuration Workshop,2011
7805,confws/2018,ConfWS,2018
7806,acl-bsnlp/2015,BSNLP@RANLP,2015
7807,acl-bsnlp/2013,BSNLP@ACL,2013
7808,acl-bsnlp/2017,BSNLP@EACL,2017
7809,hsnmc/2003,HSNMC,2003
7810,hsnmc/2004,HSNMC,2004
7811,chdd/2012,CHDD,2012
7812,sigal/1990,SIGAL International Symposium on Algorithms,1990
7813,gbrpr/2007,GbRPR,2007
7814,gbrpr/2015,GbRPR,2015
7815,gbrpr/2009,GbRPR,2009
7816,gbrpr/2005,GbRPR,2005
7817,gbrpr/2019,GbRPR,2019
7818,gbrpr/2003,GbRPR,2003
7819,gbrpr/2013,GbRPR,2013
7820,gbrpr/1997,GbRPR,1997
7821,gbrpr/2017,GbRPR,2017
7822,gbrpr/2011,GbRPR,2011
7823,cibim/2013,CIBIM,2013
7824,cibim/2014,CIBIM@SSCI,2014
7825,cibim/2011,CIBIM,2011
7826,dsrt/2002,DS-RT,2002
7827,dsrt/2007,DS-RT,2007
7828,dsrt/2015,DS-RT,2015
7829,dsrt/2009,DS-RT,2009
7830,dsrt/2005,DS-RT,2005
7831,dsrt/1999,DIS-RT,1999
7832,dsrt/2008,DS-RT,2008
7833,dsrt/2003,DS-RT,2003
7834,dsrt/2006,DS-RT,2006
7835,dsrt/2013,DS-RT,2013
7836,dsrt/2001,DS-RT,2001
7837,dsrt/2016,DS-RT,2016
7838,dsrt/2012,DS-RT,2012
7839,dsrt/2014,DS-RT,2014
7840,dsrt/2004,DS-RT,2004
7841,dsrt/1997,DIS-RT,1997
7842,dsrt/2000,DS-RT,2000
7843,dsrt/2017,DS-RT,2017
7844,dsrt/2010,DS-RT,2010
7845,dsrt/2011,DS-RT,2011
7846,dsrt/2018,DS-RT,2018
7847,dsrt/1998,DIS-RT,1998
7848,ciasg/2013,CIASG,2013
7849,ciasg/2014,CIASG,2014
7850,ciasg/2011,CIASG,2011
7851,mediaforensics/2015,"Media Watermarking, Security, and Forensics",2015
7852,mediaforensics/2009,Media Forensics and Security,2009
7853,mediaforensics/2013,"Media Watermarking, Security, and Forensics",2013
7854,mediaforensics/2016,"Media Watermarking, Security, and Forensics",2016
7855,mediaforensics/2012,"Media Watermarking, Security, and Forensics",2012
7856,mediaforensics/2014,"Media Watermarking, Security, and Forensics",2014
7857,mediaforensics/2017,"Media Watermarking, Security, and Forensics",2017
7858,mediaforensics/2010,Media Forensics and Security,2010
7859,mediaforensics/2011,Media Forensics and Security,2011
7860,mediaforensics/2018,"Media Watermarking, Security, and Forensics",2018
7861,urai/2015,URAI,2015
7862,urai/2019,UR,2019
7863,urai/2013,URAI,2013
7864,urai/2016,URAI,2016
7865,urai/2014,URAI,2014
7866,urai/2017,URAI,2017
7867,urai/2011,URAI,2011
7868,urai/2018,UR,2018
7869,comcomap/2014,ComComAP,2014
7870,icdsp/2015,DSP,2015
7871,icdsp/2013,DSP,2013
7872,icdsp/2016,DSP,2016
7873,icdsp/2014,DSP,2014
7874,icdsp/2017,DSP,2017
7875,icdsp/2018,DSP,2018
7876,acl-louhi/2015,Louhi@EMNLP,2015
7877,acl-louhi/2016,Louhi@EMNLP,2016
7878,acl-louhi/2014,Louhi@EACL,2014
7879,acl-louhi/2010,Louhi@NAACL-HLT,2010
7880,acl-louhi/2018,Louhi@EMNLP,2018
7881,ijcbs/2009,IJCBS,2009
7882,commnet/2019,CommNet,2019
7883,commnet/2018,CommNet,2018
7884,cicare/2013,CICARE,2013
7885,cicare/2014,CICARE,2014
7886,cdmake/2019,CD-MAKE,2019
7887,cdmake/2017,CD-MAKE,2017
7888,cdmake/2018,CD-MAKE,2018
7889,jckbse/2008,JCKBSE,2008
7890,jckbse/2006,JCKBSE,2006
7891,jckbse/2012,JCKBSE,2012
7893,jckbse/2018,JCKBSE,2018
7894,nc/1998,NC,1998
7895,rapido/2019,RAPIDO,2019
7896,rapido/2013,RAPIDO,2013
7897,rapido/2012,RAPIDO,2012
7898,rapido/2014,RAPIDO,2014
7899,rapido/2017,RAPIDO,2017
7900,rapido/2018,RAPIDO,2018
7901,iciw/2007,ICIW,2007
7902,iciw/2009,ICIW,2009
7903,iciw/2008,ICIW,2008
7904,mseem/2013,MS,2013
7905,mseem/2016,MS,2016
7906,mseem/2012,MS,2012
7907,wrla/2016,WRLA,2016
7908,wrla/2012,WRLA,2012
7909,wrla/2014,WRLA,2014
7910,wrla/2010,WRLA,2010
7911,wrla/2018,WRLA@ETAPS,2018
7912,iccm/2004,ICCM,2004
7913,esec/1989,ESEC,1989
7914,esec/1991,ESEC,1991
7915,esec/1987,ESEC,1987
7916,esec/1999,ESEC / SIGSOFT FSE,1999
7917,esec/1995,ESEC,1995
7918,esec/1993,ESEC,1993
7919,esec/1997,ESEC,1997
7920,ccgidis/2011,CCGIDIS,2011
7921,ticttl/2011,TICTTL,2011
7922,cmg/1988,Int. CMG Conference,1988
7923,cmg/2002,Int. CMG Conference,2002
7924,cmg/1984,Int. CMG Conference,1984
7925,cmg/2007,Int. CMG Conference,2007
7926,cmg/1978,Int. CMG Conference,1978
7927,cmg/2009,Int. CMG Conference,2009
7928,cmg/1992,Int. CMG Conference,1992
7929,cmg/1989,Int. CMG Conference,1989
7930,cmg/1994,Int. CMG Conference,1994
7931,cmg/2005,Int. CMG Conference,2005
7932,cmg/1990,Int. CMG Conference,1990
7933,cmg/1979,Int. CMG Conference,1979
7934,cmg/1991,Int. CMG Conference,1991
7935,cmg/1987,Int. CMG Conference,1987
7936,cmg/1999,Int. CMG Conference,1999
7937,cmg/1976,Int. CMG Conference,1976
7938,cmg/2008,Int. CMG Conference,2008
7939,cmg/2003,Int. CMG Conference,2003
7940,cmg/1981,Int. CMG Conference,1981
7941,cmg/2006,Int. CMG Conference,2006
7942,cmg/1982,Int. CMG Conference,1982
7943,cmg/2013,Int. CMG Conference,2013
7944,cmg/1986,Int. CMG Conference,1986
7945,cmg/1983,Int. CMG Conference,1983
7946,cmg/2001,Int. CMG Conference,2001
7947,cmg/1996,Int. CMG Conference,1996
7948,cmg/2012,Int. CMG Conference,2012
7949,cmg/1995,Int. CMG Conference,1995
7950,cmg/1980,Int. CMG Conference,1980
7951,cmg/1977,Int. CMG Conference,1977
7952,cmg/1985,Int. CMG Conference,1985
7953,cmg/1993,Int. CMG Conference,1993
7954,cmg/2004,Int. CMG Conference,2004
7955,cmg/1997,Int. CMG Conference,1997
7956,cmg/2000,Int. CMG Conference,2000
7957,cmg/2010,Int. CMG Conference,2010
7958,cmg/2011,Int. CMG Conference,2011
7959,cmg/1998,Int. CMG Conference,1998
7960,semdeep/2019,SemDeep@IJCAI,2019
7961,semdeep/2017,SemDeep@IWCS,2017
7962,semdeep/2018,SemDeep@COLING,2018
7963,bea/2015,BEA@NAACL-HLT,2015
7964,bea/2009,BEA@NAACL,2009
7965,bea/2019,BEA@ACL,2019
7966,bea/2013,BEA@NAACL-HLT,2013
7967,bea/2016,BEA@NAACL-HLT,2016
7968,bea/2012,BEA@NAACL-HLT,2012
7969,bea/2014,BEA@ACL,2014
7970,bea/2017,BEA@EMNLP,2017
7971,bea/2011,BEA@ACL,2011
7972,bea/2018,BEA@NAACL-HLT,2018
7973,wicon/2007,WICON,2007
7974,wicon/2005,WICON,2005
7975,wicon/2008,WICON,2008
7976,wicon/2006,WICON,2006
7977,wicon/2013,WICON,2013
7978,wicon/2016,WICON,2016
7979,wicon/2014,WICON,2014
7980,wicon/2017,WiCON,2017
7981,wicon/2010,WICON,2010
7982,wicon/2011,WICON,2011
7983,wicon/2018,WiCON,2018
7984,ecows/2007,ECOWS,2007
7985,ecows/2009,ECOWS,2009
7986,ecows/2008wewst,WEWST@ECOWS,2008wewst
7987,ecows/2008,ECOWS,2008
7988,ecows/2006,ECOWS,2006
7989,ecows/2011qasba,QASBA,2011qasba
7990,ecows/2009wewst,WEWST,2009wewst
7991,ecows/2006semws,SemWS,2006semws
7992,ecows/2007wewstB,WEWST@ECOWS (Final Proceedings),2007wewstB
7993,ecows/2010mashups,Mashups,2010mashups
7994,ecows/2006wewst,WEWST@ECOWS,2006wewst
7995,ecows/2004,ECOWS,2004
7996,ecows/2007wewst,WEWST,2007wewst
7997,ecows/2006wewstB,WEWST@ECOWS (Final Proceedings),2006wewstB
7998,ecows/2011wewst,WEWST,2011wewst
7999,ecows/2010,ECOWS,2010
8000,ecows/2010wewst,WEWST,2010wewst
8001,ecows/2011,ECOWS,2011
8002,bcc/2005,Surveys in Combinatorics,2005
8003,vahc/2015,VAHC,2015
8004,vahc/2017,VAHC,2017
8005,edbt/2002,EDBT,2002
8006,edbt/2019w,EDBT/ICDT Workshops,2019w
8007,edbt/2011beweb,BEWEB,2011beweb
8008,edbt/2015,EDBT,2015
8009,edbt/2009,EDBT,2009
8010,edbt/2008damap,DaMaP,2008damap
8011,edbt/2008setmdm,Software Engineering for Tailor-made Data Management,2008setmdm
8012,edbt/88,EDBT,88
8013,edbt/2000w,EDBT PhD Workshop,2000w
8014,edbt/2011pais,PAIS,2011pais
8015,edbt/2017w,EDBT/ICDT Workshops,2017w
8016,edbt/2002phd,EDBT PhD Workshop,2002phd
8017,edbt/2008pais,PAIS,2008pais
8018,edbt/2019,EDBT,2019
8019,edbt/2008,EDBT,2008
8020,edbt/2013w,EDBT/ICDT Workshops,2013w
8021,edbt/2011array,EDBT/ICDT Array Databases Workshop,2011array
8022,edbt/2006,EDBT,2006
8023,edbt/2013,EDBT,2013
8024,edbt/98,EDBT,98
8025,edbt/2016,EDBT,2016
8026,edbt/2012,EDBT,2012
8027,edbt/2016w,EDBT/ICDT Workshops,2016w
8028,edbt/2008ssps,PAIS,2008ssps
8029,edbt/2014,EDBT,2014
8030,edbt/2004,EDBT,2004
8031,edbt/96,EDBT,96
8032,edbt/2014w,EDBT/ICDT Workshops,2014w
8033,edbt/2012w,EDBT/ICDT Workshops,2012w
8034,edbt/2000,EDBT,2000
8035,edbt/2017,EDBT,2017
8036,edbt/2015w,EDBT/ICDT Workshops,2015w
8037,edbt/2010,EDBT,2010
8038,edbt/2011,EDBT,2011
8039,edbt/2018w,EDBT/ICDT Workshops,2018w
8040,edbt/2018,EDBT,2018
8041,edbt/92,EDBT,92
8042,edbt/94,EDBT,94
8043,edbt/2011phd,EDBT/ICDT Ph.D. Workshop,2011phd
8044,edbt/90,EDBT,90
8045,edbt/2011lwdm,EDBT/ICDT Workshop on Linked Web Data Management,2011lwdm
8046,wiiw/2001,WIIW,2001
8047,vitae/2013,VITAE,2013
8048,vitae/2014,VITAE,2014
8049,stdbm/1999,STDBM,1999
8050,stdbm/2006,STDBM,2006
8051,stdbm/2004,STDBM,2004
8052,dmas/2005,DMAS,2005
8053,feedback/2013,Feedback Computing,2013
8054,feedback/2014,Feedback Computing,2014
8055,sipaim/2017,SIPAIM,2017
8056,mmar/2015,MMAR,2015
8057,mmar/2019,MMAR,2019
8058,mmar/2013,MMAR,2013
8059,mmar/2016,MMAR,2016
8060,mmar/2012,MMAR,2012
8061,mmar/2014,MMAR,2014
8062,mmar/2017,MMAR,2017
8063,mmar/2011,MMAR,2011
8064,mmar/2018,MMAR,2018
8065,pst/2015,PST,2015
8066,pst/2005,PST,2005
8067,pst/2008,PST,2008
8068,pst/2006,PST,2006
8069,pst/2013,PST,2013
8070,pst/2016,PST,2016
8071,pst/2012,PST,2012
8072,pst/2014,PST,2014
8073,pst/2004,PST,2004
8074,pst/2017,PST,2017
8075,pst/2010,PST,2010
8076,pst/2011,PST,2011
8077,pst/2018,PST,2018
8078,emmcvpr/2007,EMMCVPR,2007
8079,emmcvpr/2009,EMMCVPR,2009
8080,emmcvpr/2005,EMMCVPR,2005
8081,emmcvpr/1999,EMMCVPR,1999
8082,emmcvpr/2003,EMMCVPR,2003
8083,emmcvpr/2013,EMMCVPR,2013
8084,emmcvpr/2001,EMMCVPR,2001
8085,emmcvpr/2014,EMMCVPR,2014
8086,emmcvpr/1997,EMMCVPR,1997
8087,emmcvpr/2017,EMMCVPR,2017
8088,emmcvpr/2011,EMMCVPR,2011
8089,assri/2013,ASSRI,2013
8090,assri/2017,ASSRI,2017
8091,assri/2018,ASSRI,2018
8092,icoin/2007,ICOIN,2007
8093,icoin/2015,ICOIN,2015
8094,icoin/2009,ICOIN,2009
8095,icoin/2005,ICOIN,2005
8096,icoin/2002-2,ICOIN (2),2002-2
8097,icoin/2019,ICOIN,2019
8098,icoin/2008,ICOIN,2008
8099,icoin/2003,ICOIN,2003
8100,icoin/2002-1,ICOIN (1),2002-1
8101,icoin/2006,ICOIN,2006
8102,icoin/2013,ICOIN,2013
8103,icoin/2001,ICOIN,2001
8104,icoin/2016,ICOIN,2016
8105,icoin/2012,ICOIN,2012
8106,icoin/2014,ICOIN,2014
8107,icoin/2004,ICOIN,2004
8108,icoin/2017,ICOIN,2017
8109,icoin/2011,ICOIN,2011
8110,icoin/2018,ICOIN,2018
8111,icdim/2007,ICDIM,2007
8112,icdim/2015,ICDIM,2015
8113,icdim/2009,ICDIM,2009
8114,icdim/2008,ICDIM,2008
8115,icdim/2006,ICDIM,2006
8116,icdim/2013,ICDIM,2013
8117,icdim/2016,ICDIM,2016
8118,icdim/2012,ICDIM,2012
8119,icdim/2014,ICDIM,2014
8120,icdim/2017,ICDIM,2017
8121,icdim/2010,ICDIM,2010
8122,icdim/2011,ICDIM,2011
8123,icdim/2018,ICDIM,2018
8124,fgct/2015,FGCT,2015
8125,fgct/2013,FGCT,2013
8126,fgct/2016,FGCT,2016
8127,fgct/2012,FGST,2012
8128,fgct/2014,FGCT,2014
8129,fgct/2017,FGCT,2017
8130,podp/1996,PODP,1996
8131,cobuild/1999,CoBuild,1999
8132,cobuild/1998,CoBuild,1998
8133,egc/2005,EGC,2005
8134,ccks/2018t,CCKS Tasks,2018t
8135,ccks/2016,CCKS,2016
8136,ccks/2017,CCKS,2017
8137,ccks/2018,CCKS,2018
8138,bicob/2009,BICoB,2009
8139,bicob/2010,BICoB,2010
8140,bicob/2011,BICoB,2011
8141,dsml/2008,DSML,2008
8142,chi/2008beliv,BELIV,2008beliv
8143,chi/1999a,CHI Extended Abstracts,1999a
8144,chi/2002,CHI,2002
8145,chi/2007,CHI,2007
8146,chi/1992p,CHI Posters and Short Talks,1992p
8147,chi/2006a,CHI Extended Abstracts,2006a
8148,chi/2017mici,MICI@CHI,2017mici
8149,chi/2014a,CHI Extended Abstracts,2014a
8150,chi/2015,CHI,2015
8151,chi/2009,CHI,2009
8152,chi/1992,CHI,1992
8153,chi/2003a,CHI Extended Abstracts,2003a
8154,chi/1989,CHI,1989
8155,chi/2002a,CHI Extended Abstracts,2002a
8156,chi/2018so,SmartObjects@CHI,2018so
8157,chi/1994,CHI,1994
8158,chi/2019a,CHI Extended Abstracts,2019a
8159,chi/2004aisd,Ambient Intelligence for Scientific Discovery,2004aisd
8160,chi/2005,CHI,2005
8161,chi/1990,CHI,1990
8162,chi/2012a,CHI Extended Abstracts,2012a
8163,chi/1991,CHI,1991
8164,chi/2019,CHI,2019
8165,chi/1999,CHI,1999
8166,chi/2008,CHI,2008
8167,chi/1994c,CHI Conference Companion,1994c
8168,chi/2017a,CHI Extended Abstracts,2017a
8169,chi/2016seachi,SEACHI@CHI,2016seachi
8170,chi/2018a,CHI Extended Abstracts,2018a
8171,chi/2003,CHI,2003
8172,chi/2006,CHI,2006
8173,chi/2013,CHI,2013
8174,chi/2001,CHI,2001
8175,chi/2013r,RepliCHI,2013r
8176,chi/2016,CHI,2016
8177,chi/1996,CHI,1996
8178,chi/2012,CHI,2012
8179,chi/1995,CHI,1995
8180,chi/2014art,Art@CHI,2014art
8181,chi/2014,CHI,2014
8182,chi/2001a,CHI Extended Abstracts,2001a
8183,chi/1993,INTERCHI,1993
8184,chi/2004,CHI,2004
8185,chi/2008a,CHI Extended Abstracts,2008a
8186,chi/2010a,CHI Extended Abstracts,2010a
8187,chi/1997,CHI,1997
8188,chi/1998a,CHI Conference Summary,1998a
8189,chi/1993c,INTERCHI Adjunct Proceedings,1993c
8190,chi/2002cs,CHI Case Studies,2002cs
8191,chi/2004a,CHI Extended Abstracts,2004a
8192,chi/2011a,CHI Extended Abstracts,2011a
8193,chi/2016a,CHI Extended Abstracts,2016a
8194,chi/2000a,CHI Extended Abstracts,2000a
8195,chi/2000,CHI,2000
8196,chi/2005a,CHI Extended Abstracts,2005a
8197,chi/2017,CHI,2017
8198,chi/2007a,CHI Extended Abstracts,2007a
8199,chi/2013a,CHI Extended Abstracts,2013a
8200,chi/2009a,CHI Extended Abstracts,2009a
8201,chi/2015a,CHI Extended Abstracts,2015a
8202,chi/1996c,CHI,1996c
8203,chi/2010,CHI,2010
8204,chi/2011,CHI,2011
8205,chi/2018,CHI,2018
8206,chi/1997ea,CHI Extended Abstracts,1997ea
8207,chi/1998,CHI,1998
8208,chi/1995c,CHI Conference Companion,1995c
8209,aarhus/2015,Aarhus Conference on Critical Alternatives,2015
8210,dbtel/1999,Databases in Telecommunications,1999
8211,dbtel/2001,Databases in Telecommunications,2001
8212,nabic/2015,NaBIC,2015
8213,nabic/2009,NaBIC,2009
8214,nabic/2013,NaBIC,2013
8215,nabic/2012,NaBIC,2012
8216,nabic/2014,NaBIC,2014
8217,nabic/2010,NaBIC,2010
8218,nabic/2011,NaBIC,2011
8219,hic/2013,HIC,2013
8221,hic/2012,HIC,2012
8222,hic/2014,HIC,2014
8223,hic/2017,HIC,2017
8224,hic/2011,HIC,2011
8225,mmsys/2016mmve,MMVE@MMSys,2016mmve
8226,mmsys/2017mmve,MMVE@MMSys,2017mmve
8227,mmsys/2015,MMSys,2015
8228,mmsys/2019,MMSys,2019
8229,mmsys/2016movid,MoVid@MMSys,2016movid
8230,mmsys/2013,MMSys,2013
8231,mmsys/2019mmve,MMVE@MMSys,2019mmve
8232,mmsys/2016,MMSys,2016
8233,mmsys/2012,MMSys,2012
8234,mmsys/2018pv,PV@MMSys,2018pv
8235,mmsys/2014,MMSys,2014
8236,mmsys/2014mmve,MMVE@MMSys,2014mmve
8237,mmsys/2014movid,MoVid@MMSys,2014movid
8238,mmsys/2015movid,MoVid@MMSys,2015movid
8239,mmsys/2017,MMSys,2017
8240,mmsys/2018mmve,MMVE@MMSys,2018mmve
8241,mmsys/2010,MMSys,2010
8242,mmsys/2011,MMSys,2011
8243,mmsys/2018,MMSys,2018
8244,mmsys/2015mmve,MMVE@MMSys,2015mmve
8245,mmsys/2013movid,MoVid@MMSys,2013movid
8246,smalltalk/2007icdl,ICDL,2007icdl
8247,smalltalk/2006,ISC,2006
8248,wabi/2002,WABI,2002
8249,wabi/2007,WABI,2007
8250,wabi/2015,WABI,2015
8251,wabi/2009,WABI,2009
8252,wabi/2005,WABI,2005
8253,wabi/2019,WABI,2019
8254,wabi/2008,WABI,2008
8255,wabi/2003,WABI,2003
8256,wabi/2006,WABI,2006
8257,wabi/2013,WABI,2013
8258,wabi/2001,WABI,2001
8259,wabi/2016,WABI,2016
8260,wabi/2012,WABI,2012
8261,wabi/2014,WABI,2014
8262,wabi/2004,WABI,2004
8263,wabi/2017,WABI,2017
8264,wabi/2010,WABI,2010
8265,wabi/2011,WABI,2011
8266,wabi/2018,WABI,2018
8267,amai/2000,AI&M,2000
8268,iwic/2007,IWIC,2007
8269,bsdia/1997,BSDIA,1997
8270,hotchips/2015,Hot Chips Symposium,2015
8271,hotchips/2019,Hot Chips Symposium,2019
8272,hotchips/2013,Hot Chips Symposium,2013
8273,hotchips/2016,Hot Chips Symposium,2016
8274,hotchips/2014,Hot Chips Symposium,2014
8275,dyspan/2015,DySPAN,2015
8276,dyspan/2012,DySPAN,2012
8277,dyspan/2014,DySPAN,2014
8278,dyspan/2017,DySPAN,2017
8279,dyspan/2018,DySPAN,2018
8280,akbc/2016,AKBC@NAACL-HLT,2016
8281,atmos/2007,ATMOS,2007
8282,atmos/2015,ATMOS,2015
8283,atmos/2009,ATMOS,2009
8284,atmos/2005,ATMOS,2005
8285,atmos/2008,ATMOS,2008
8286,atmos/2006,ATMOS,2006
8287,atmos/2013,ATMOS,2013
8288,atmos/2016,ATMOS,2016
8289,atmos/2012,ATMOS,2012
8290,atmos/2014,ATMOS,2014
8291,atmos/2004,ATMOS,2004
8292,atmos/2017,ATMOS,2017
8293,atmos/2010,ATMOS,2010
8294,atmos/2011,ATMOS,2011
8295,atmos/2018,ATMOS,2018
8296,aucc/2015,AuCC,2015
8297,aucc/2013,AuCC,2013
8298,aucc/2016,AuCC,2016
8299,aucc/2014,AuCC,2014
8300,aucc/2011,AUCC,2011
8301,acalci/2017,ACALCI,2017
8302,chilechi/2013,ChileCHI,2013
8303,vissym/2002,VisSym,2002
8304,vissym/2007,EuroVis,2007
8305,vissym/2017va,EuroVA@EuroVis,2017va
8306,vissym/2015,EuroVis (Short Papers),2015
8307,vissym/2015eurorvvv,EuroRV³@EuroVis,2015eurorvvv
8308,vissym/2018p,EuroVis (Posters),2018p
8309,vissym/2005,EuroVis,2005
8310,vissym/2019,EuroVis (Short Papers),2019
8311,vissym/1999,VisSym,1999
8312,vissym/2014va,EuroVA@EuroVis,2014va
8313,vissym/2015va,EuroVA@EuroVis,2015va
8314,vissym/2003,VisSym,2003
8315,vissym/2010vast,EuroVAST@EuroVis,2010vast
8316,vissym/2006,EuroVis,2006
8317,vissym/2013,EuroVis (Short Papers),2013
8318,vissym/2016p,EuroVis (Posters),2016p
8319,vissym/2016eurorvvv,EuroRV³@EuroVis,2016eurorvvv
8320,vissym/2015envirvis,EnvirVis@EuroVis,2015envirvis
8321,vissym/2001,VisSym,2001
8322,vissym/2016,EuroVis (Short Papers),2016
8323,vissym/2012,EuroVis (Short Papers),2012
8324,vissym/2017p,EuroVis (Posters),2017p
8325,vissym/2014,EuroVis (Short Papers),2014
8326,vissym/2019p,EuroVis (Posters),2019p
8327,vissym/2004,VisSym,2004
8328,vissym/2016va,EuroVA@EuroVis,2016va
8329,vissym/2018va,EuroVA@EuroVis,2018va
8330,vissym/2014stars,EuroVis (STARs),2014stars
8331,vissym/2019va,EuroVA@EuroVis,2019va
8332,vissym/2000,VisSym,2000
8333,vissym/2017,EuroVis (Short Papers),2017
8334,vissym/2012va,EuroVA@EuroVis,2012va
8335,vissym/2018,EuroVis (Short Papers),2018
8336,vissym/2019envirvis,EnvirVis@EuroVis,2019envirvis
8337,vissym/2015stars,EuroVis (STARs),2015stars
8338,iwaipr/2018,IWAIPR,2018
8339,gcse/1999,GCSE,1999
8340,gcse/2001,GCSE,2001
8341,gcse/2000,GCSE,2000
8342,nafips/2015,NAFIP/WConSC,2015
8343,nafips/2016,NAFIPS,2016
8344,nafips/2017,NAFIPS,2017
8345,nafips/2018,NAFIPS,2018
8346,wbir/2003,WBIR,2003
8347,wbir/2006,WBIR,2006
8348,wbir/2012,WBIR,2012
8349,wbir/2014,WBIR,2014
8350,wbir/2010,WBIR,2010
8351,wbir/2018,WBIR,2018
8352,zif/2006,ZiF Workshop,2006
8353,icegov/2007,ICEGOV,2007
8354,icegov/2009,ICEGOV,2009
8355,icegov/2008,ICEGOV,2008
8356,icegov/2013,ICEGOV,2013
8357,icegov/2016,ICEGOV,2016
8358,icegov/2012,ICEGOV,2012
8359,icegov/2014,ICEGOV,2014
8360,icegov/2017,ICEGOV,2017
8361,icegov/2010,ICEGOV,2010
8362,icegov/2011,ICEGOV,2011
8363,icegov/2018,ICEGOV,2018
8364,emisa/2002,Promise,2002
8365,emisa/2007,EMISA,2007
8366,emisa/2015,EMISA,2015
8367,emisa/2009,EMISA,2009
8368,emisa/2005,EMISA,2005
8369,emisa/1987,EMISA,1987
8370,emisa/1999,EMISA,1999
8371,emisa/2006,EMISA,2006
8372,emisa/2013,EMISA,2013
8373,emisa/2016,EMISA,2016
8374,emisa/1996,EMISA,1996
8375,emisa/2012,EMISA,2012
8376,emisa/1995,EMISA,1995
8377,emisa/2014,EMISA,2014
8378,emisa/2004,EMISA,2004
8379,emisa/2010,EMISA,2010
8380,emisa/2011,EMISA,2011
8381,emisa/2018,EMISA,2018
8382,emisa/1998,EMISA,1998
8383,medes/2015,MEDES,2015
8384,medes/2009,MEDES,2009
8385,medes/2013,MEDES,2013
8386,medes/2016,MEDES,2016
8387,medes/2012,MEDES,2012
8388,medes/2014,MEDES,2014
8389,medes/2017,MEDES,2017
8390,medes/2010,MEDES,2010
8391,medes/2011,MEDES,2011
8392,medes/2018,MEDES,2018
8394,rndm/2016,RNDM,2016
8395,rndm/2017,RNDM,2017
8396,rndm/2018,RNDM,2018
8397,idcs/2015,IDCS,2015
8398,idcs/2013,IDCS,2013
8399,idcs/2016,IDCS,2016
8400,idcs/2012,IDCS,2012
8401,idcs/2014,IDCS,2014
8402,idcs/2017,IDCS,2017
8403,idcs/2018,IDCS,2018
8404,scor/2016,SCOR,2016
8405,scor/2012,SCOR,2012
8406,scor/2014,SCOR,2014
8407,momm/2007,MoMM,2007
8408,momm/2015,MoMM,2015
8409,momm/2009,MoMM,2009
8410,momm/2005,MoMM,2005
8411,momm/2008,MoMM,2008
8412,momm/2003,MoMM,2003
8413,momm/2006,MoMM,2006
8414,momm/2013,MoMM,2013
8415,momm/2016,MoMM,2016
8416,momm/2012,MoMM,2012
8417,momm/2014,MoMM,2014
8418,momm/2004,MoMM,2004
8419,momm/2017,MoMM,2017
8420,momm/2010,MoMM,2010
8421,momm/2011,MoMM,2011
8422,momm/2018,MoMM,2018
8423,snams/2018,SNAMS,2018
8424,mkm/2007,Calculemus/MKM,2007
8425,mkm/2015,CICM,2015
8426,mkm/2009,Calculemus/MKM,2009
8427,mkm/2005,MKM,2005
8428,mkm/2019,CICM,2019
8429,mkm/2013ws,CICM Workshops,2013ws
8430,mkm/2003,MKM,2003
8431,mkm/2006,MKM,2006
